agent_id,origin_node_id,destination_node_id,customized_cost_link_type,customized_cost_link_value,agent_type,set_of_allowed_link_types
1,1001,4002,1,36,1,1;2;3
2,1001,4003,1,53,1,1;2;3
3,1001,4004,1,37,1,1;2;3
4,1001,4005,1,26,1,1;2;3
5,1001,4006,1,87,1,1;2;3
6,1001,4007,1,76,1,1;2;3
7,1001,4008,1,91,1,1;2;3
8,1001,4009,1,13,1,1;2;3
9,1001,4010,1,29,1,1;2;3
10,1001,4011,1,11,1,1;2;3
11,1001,4012,1,77,1,1;2;3
12,1001,4013,1,32,1,1;2;3
13,1001,4014,1,87,1,1;2;3
14,1001,4015,1,67,1,1;2;3
15,1002,4001,1,36,1,1;2;3
16,1002,4003,1,94,1,1;2;3
17,1002,4004,1,79,1,1;2;3
18,1002,4005,1,2,1,1;2;3
19,1002,4006,1,10,1,1;2;3
20,1002,4007,1,99,1,1;2;3
21,1002,4008,1,56,1,1;2;3
22,1002,4009,1,70,1,1;2;3
23,1002,4010,1,99,1,1;2;3
24,1002,4011,1,60,1,1;2;3
25,1002,4012,1,4,1,1;2;3
26,1002,4013,1,56,1,1;2;3
27,1002,4014,1,2,1,1;2;3
28,1002,4015,1,60,1,1;2;3
29,1003,4001,1,53,1,1;2;3
30,1003,4002,1,94,1,1;2;3
31,1003,4004,1,72,1,1;2;3
32,1003,4005,1,74,1,1;2;3
33,1003,4006,1,46,1,1;2;3
34,1003,4007,1,13,1,1;2;3
35,1003,4008,1,20,1,1;2;3
36,1003,4009,1,86,1,1;2;3
37,1003,4010,1,4,1,1;2;3
38,1003,4011,1,77,1,1;2;3
39,1003,4012,1,15,1,1;2;3
40,1003,4013,1,89,1,1;2;3
41,1003,4014,1,48,1,1;2;3
42,1003,4015,1,14,1,1;2;3
43,1004,4001,1,37,1,1;2;3
44,1004,4002,1,79,1,1;2;3
45,1004,4003,1,72,1,1;2;3
46,1004,4005,1,89,1,1;2;3
47,1004,4006,1,44,1,1;2;3
48,1004,4007,1,59,1,1;2;3
49,1004,4008,1,22,1,1;2;3
50,1004,4009,1,57,1,1;2;3
51,1004,4010,1,63,1,1;2;3
52,1004,4011,1,6,1,1;2;3
53,1004,4012,1,0,1,1;2;3
54,1004,4013,1,62,1,1;2;3
55,1004,4014,1,41,1,1;2;3
56,1004,4015,1,62,1,1;2;3
57,1005,4001,1,26,1,1;2;3
58,1005,4002,1,2,1,1;2;3
59,1005,4003,1,74,1,1;2;3
60,1005,4004,1,89,1,1;2;3
61,1005,4006,1,46,1,1;2;3
62,1005,4007,1,25,1,1;2;3
63,1005,4008,1,75,1,1;2;3
64,1005,4009,1,76,1,1;2;3
65,1005,4010,1,40,1,1;2;3
66,1005,4011,1,66,1,1;2;3
67,1005,4012,1,58,1,1;2;3
